record_id,experiment,repeat,batch_size,qname,date,truth,served_model,choice,p_choice,p_max,deficit,mismatch,is_tie,n_argmax_options,top2_gap,gap_bucket,confidence,p_unknown,prob_sum,choice_correct,p_Monday,p_Tuesday,p_Wednesday,p_Thursday,p_Friday,p_Saturday,p_Sunday,p_Unknown
repeat:2098-11-09:1,determinism,1,1,q0,2098-11-09,Sunday,jev-1.13.0,Friday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
repeat:2098-11-09:2,determinism,2,1,q0,2098-11-09,Sunday,jev-1.13.0,Friday,0.13999999999999999,0.14,0.0,0,1,3,0.0,0 (exact tie),0.03,0.08,1.0,0,0.13,0.14,0.13,0.12,0.13999999999999999,0.14,0.12,0.08
repeat:2098-11-09:3,determinism,3,1,q0,2098-11-09,Sunday,jev-1.13.0,Friday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,0,0.12,0.14,0.13,0.12,0.14,0.13,0.12,0.1
repeat:2098-11-09:4,determinism,4,1,q0,2098-11-09,Sunday,jev-1.13.0,Friday,0.13,0.13,0.0,0,1,5,0.0,0 (exact tie),0.01,0.11,1.0,0,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11
main:2027-01-05,main,0,1,q0,2027-01-05,Tuesday,jev-1.13.0,Monday,0.15,0.16,0.01,1,0,1,0.01,<=0.01,0.03,0.06,1.0,0,0.15,0.16,0.13,0.12,0.12,0.14,0.12,0.06
main:2027-01-08,main,0,1,q0,2027-01-08,Friday,jev-1.13.0,Monday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.04,0.05,1.0,0,0.15,0.15,0.14,0.12,0.12,0.14,0.13,0.05
main:2027-01-29,main,0,1,q0,2027-01-29,Friday,jev-1.13.0,Tuesday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.03,0.06,1.0,0,0.14,0.16,0.14,0.12,0.13,0.14,0.11,0.06
main:2027-03-21,main,0,1,q0,2027-03-21,Sunday,jev-1.13.0,Tuesday,0.13999999999999999,0.14,0.0,0,1,2,0.0,0 (exact tie),0.03,0.09,1.0,0,0.13,0.13999999999999999,0.14,0.12,0.13,0.13,0.12,0.09
main:2027-04-27,main,0,1,q0,2027-04-27,Tuesday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,0,0.12,0.13,0.13,0.12,0.14,0.15000000000000002,0.12,0.09
main:2027-05-05,main,0,1,q0,2027-05-05,Wednesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2027-05-17,main,0,1,q0,2027-05-17,Monday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.09
main:2027-06-02,main,0,1,q0,2027-06-02,Wednesday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.07,1.0,0,0.13,0.15,0.14,0.12,0.14,0.14,0.11,0.07
main:2027-06-08,main,0,1,q0,2027-06-08,Tuesday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.03,0.07,1.0,1,0.13,0.15,0.13,0.12,0.14,0.15,0.11,0.07
main:2027-08-18,main,0,1,q0,2027-08-18,Wednesday,jev-1.13.0,Friday,0.13,0.14,0.01,1,0,1,0.01,<=0.01,0.01,0.11,1.0,0,0.13,0.13,0.14,0.11,0.13,0.13,0.12,0.11
main:2027-10-07,main,0,1,q0,2027-10-07,Thursday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.08
main:2027-10-15,main,0,1,q0,2027-10-15,Friday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.1,1.0,0,0.12,0.14,0.13,0.12,0.14,0.14,0.11,0.1
main:2027-10-16,main,0,1,q0,2027-10-16,Saturday,jev-1.13.0,Tuesday,0.13,0.14,0.01,1,0,1,0.01,<=0.01,0.01,0.11,1.0,0,0.13,0.13,0.13,0.12,0.13,0.14,0.11,0.11
main:2027-10-23,main,0,1,q0,2027-10-23,Saturday,jev-1.13.0,Friday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,0,0.12,0.14,0.13,0.13,0.14,0.14,0.11,0.09
main:2027-11-22,main,0,1,q0,2027-11-22,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.13,0.14,0.14,0.11,0.09
main:2027-12-15,main,0,1,q0,2027-12-15,Wednesday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.12,1.0,0,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.12
main:2028-01-18,main,0,1,q0,2028-01-18,Tuesday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.06,1.0,0,0.14,0.13999999999999999,0.14,0.13,0.13,0.15,0.11,0.06
main:2028-03-11,main,0,1,q0,2028-03-11,Saturday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.07,1.0,0,0.13,0.15,0.14,0.12,0.14,0.14,0.11,0.07
main:2028-03-18,main,0,1,q0,2028-03-18,Saturday,jev-1.13.0,Tuesday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.03,0.06,1.0,0,0.13,0.16,0.14,0.13,0.13,0.14,0.11,0.06
main:2028-03-28,main,0,1,q0,2028-03-28,Tuesday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.03,0.06,1.0,0,0.12,0.15,0.14,0.13,0.13,0.15,0.12,0.06
main:2028-03-29,main,0,1,q0,2028-03-29,Wednesday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.03,0.05,1.0,0,0.12,0.15,0.14,0.13,0.13,0.15,0.13,0.05
main:2028-04-04,main,0,1,q0,2028-04-04,Tuesday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.03,0.07,1.0,1,0.13,0.15,0.13,0.12,0.13,0.15,0.12,0.07
main:2028-04-14,main,0,1,q0,2028-04-14,Friday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.03,0.07,1.0,0,0.12,0.15,0.14,0.12,0.14,0.15,0.11,0.07
main:2028-05-30,main,0,1,q0,2028-05-30,Tuesday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.06,1.0,0,0.13,0.14,0.14,0.13,0.14,0.15,0.11,0.06
main:2028-06-10,main,0,1,q0,2028-06-10,Saturday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,1.0,0,0.14,0.14,0.14,0.12,0.13,0.14,0.12,0.07
main:2028-06-27,main,0,1,q0,2028-06-27,Tuesday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.07,1.0,0,0.13,0.13,0.14,0.12,0.14,0.15,0.12,0.07
main:2028-07-03,main,0,1,q0,2028-07-03,Monday,jev-1.13.0,Wednesday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.02,0.06,1.0,0,0.13,0.14,0.16,0.12,0.14,0.14,0.11,0.06
main:2028-07-12,main,0,1,q0,2028-07-12,Wednesday,jev-1.13.0,Tuesday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.02,0.07,1.0,0,0.13,0.16,0.13,0.12,0.14,0.14,0.11,0.07
main:2028-07-16,main,0,1,q0,2028-07-16,Sunday,jev-1.13.0,Monday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.07,0.99,0,0.14,0.15000000000000002,0.13,0.12,0.13,0.14,0.11,0.07
main:2028-07-23,main,0,1,q0,2028-07-23,Sunday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,4,0.0,0 (exact tie),0.03,0.07,1.0,0,0.13,0.14,0.14,0.12,0.14,0.13999999999999999,0.12,0.07
main:2028-10-04,main,0,1,q0,2028-10-04,Wednesday,jev-1.13.0,Saturday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.14,0.14,0.12,0.07
main:2028-10-05,main,0,1,q0,2028-10-05,Thursday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.13,0.14,0.14,0.11,0.08
main:2028-12-04,main,0,1,q0,2028-12-04,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,1.0,0,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.07
main:2028-12-15,main,0,1,q0,2028-12-15,Friday,jev-1.13.0,Friday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,1.0,1,0.13,0.14,0.14,0.13,0.14,0.14,0.11,0.07
main:2029-01-06,main,0,1,q0,2029-01-06,Saturday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.03,0.07,1.0,1,0.15,0.14,0.13,0.12,0.12,0.15,0.12,0.07
main:2029-01-27,main,0,1,q0,2029-01-27,Saturday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.06,1.0,1,0.13,0.14,0.14,0.13,0.14,0.15,0.11,0.06
main:2029-02-08,main,0,1,q0,2029-02-08,Thursday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,1.0,0,0.14,0.14,0.14,0.12,0.13,0.14,0.12,0.07
main:2029-02-10,main,0,1,q0,2029-02-10,Saturday,jev-1.13.0,Monday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.06,1.0,0,0.14,0.14,0.14,0.13,0.13,0.14,0.12,0.06
main:2029-03-29,main,0,1,q0,2029-03-29,Thursday,jev-1.13.0,Saturday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.12,0.15000000000000002,0.13,0.13,0.14,0.14,0.12,0.07
main:2029-04-21,main,0,1,q0,2029-04-21,Saturday,jev-1.13.0,Saturday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.09,1.0,1,0.12,0.15000000000000002,0.13,0.12,0.13,0.14,0.12,0.09
main:2029-05-20,main,0,1,q0,2029-05-20,Sunday,jev-1.13.0,Tuesday,0.13999999999999999,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.13999999999999999,0.13,0.13,0.14,0.14,0.11,0.08
main:2029-05-28,main,0,1,q0,2029-05-28,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.13,0.13,0.13,0.14,0.14,0.12,0.08
main:2029-07-10,main,0,1,q0,2029-07-10,Tuesday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.07,0.99,1,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.07
main:2029-08-14,main,0,1,q0,2029-08-14,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.11,0.09
main:2029-09-09,main,0,1,q0,2029-09-09,Sunday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2029-11-03,main,0,1,q0,2029-11-03,Saturday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.14,0.12,0.13,0.14,0.12,0.08
main:2029-11-07,main,0,1,q0,2029-11-07,Wednesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.09,1.0,0,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.09
main:2029-12-24,main,0,1,q0,2029-12-24,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.13,0.13,0.13,0.14,0.14,0.12,0.08
main:2030-01-29,main,0,1,q0,2030-01-29,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.06,0.99,0,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.06
main:2030-02-07,main,0,1,q0,2030-02-07,Thursday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.14,0.15,0.14,0.12,0.13,0.13,0.12,0.07
main:2030-03-20,main,0,1,q0,2030-03-20,Wednesday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,1,0.12,0.14,0.14,0.12,0.13,0.14,0.12,0.09
main:2030-03-29,main,0,1,q0,2030-03-29,Friday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,4,0.0,0 (exact tie),0.03,0.07,1.0,0,0.12,0.14,0.14,0.13,0.14,0.13999999999999999,0.12,0.07
main:2030-04-04,main,0,1,q0,2030-04-04,Thursday,jev-1.13.0,Saturday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.02,0.07,1.0,0,0.13,0.14,0.13,0.12,0.13,0.16,0.12,0.07
main:2030-04-09,main,0,1,q0,2030-04-09,Tuesday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.13,0.14,0.14,0.13,0.13,0.15,0.11,0.07
main:2030-05-05,main,0,1,q0,2030-05-05,Sunday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2030-06-26,main,0,1,q0,2030-06-26,Wednesday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.08,1.0,0,0.14,0.14,0.13,0.12,0.14,0.14,0.11,0.08
main:2030-07-18,main,0,1,q0,2030-07-18,Thursday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,0.99,0,0.13,0.14,0.14,0.12,0.14,0.14,0.11,0.07
main:2030-07-31,main,0,1,q0,2030-07-31,Wednesday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,0.99,0,0.14,0.14,0.13,0.12,0.14,0.14,0.11,0.07
main:2030-09-24,main,0,1,q0,2030-09-24,Tuesday,jev-1.13.0,Wednesday,0.13,0.14,0.01,1,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2030-10-16,main,0,1,q0,2030-10-16,Wednesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.13,0.14,0.14,0.11,0.08
main:2030-10-20,main,0,1,q0,2030-10-20,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.11,0.09
main:2030-11-09,main,0,1,q0,2030-11-09,Saturday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,1,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2030-11-30,main,0,1,q0,2030-11-30,Saturday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,1,0.13,0.13,0.13,0.13,0.14,0.13999999999999999,0.12,0.08
main:2031-01-12,main,0,1,q0,2031-01-12,Sunday,jev-1.13.0,Wednesday,0.13,0.14,0.01,1,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.09
main:2031-01-15,main,0,1,q0,2031-01-15,Wednesday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.08,1.0,0,0.14,0.15,0.14,0.12,0.12,0.13,0.12,0.08
main:2031-02-13,main,0,1,q0,2031-02-13,Thursday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.14,0.13,0.13,0.14,0.13,0.11,0.09
main:2031-02-27,main,0,1,q0,2031-02-27,Thursday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.13,0.14,0.14,0.11,0.08
main:2031-03-02,main,0,1,q0,2031-03-02,Sunday,jev-1.13.0,Tuesday,0.13999999999999999,0.13999999999999999,0.0,0,0,1,0.01,<=0.01,0.03,0.1,1.0,0,0.13,0.13999999999999999,0.13,0.12,0.13,0.13,0.12,0.1
main:2031-05-06,main,0,1,q0,2031-05-06,Tuesday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.1
main:2031-05-13,main,0,1,q0,2031-05-13,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.13,0.14,0.14,0.11,0.08
main:2031-05-26,main,0,1,q0,2031-05-26,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,0,0.12,0.14,0.13,0.13,0.14,0.14,0.11,0.09
main:2031-06-07,main,0,1,q0,2031-06-07,Saturday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,1,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2031-06-25,main,0,1,q0,2031-06-25,Wednesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.14,0.12,0.14,0.14,0.11,0.08
main:2031-06-29,main,0,1,q0,2031-06-29,Sunday,jev-1.13.0,Saturday,0.13999999999999999,0.15,0.01,1,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.13,0.14,0.14,0.12,0.15,0.13999999999999999,0.11,0.07
main:2031-10-02,main,0,1,q0,2031-10-02,Thursday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,0,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.09
main:2031-10-09,main,0,1,q0,2031-10-09,Thursday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.13,0.13,0.14,0.12,0.08
main:2031-10-23,main,0,1,q0,2031-10-23,Thursday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.1,1.0,0,0.12,0.13,0.13,0.13,0.13,0.15000000000000002,0.11,0.1
main:2031-10-26,main,0,1,q0,2031-10-26,Sunday,jev-1.13.0,Saturday,0.13,0.13,0.0,0,1,6,0.0,0 (exact tie),0.01,0.1,1.0,0,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.1
main:2031-11-29,main,0,1,q0,2031-11-29,Saturday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,1,0.13,0.13,0.13,0.13,0.14,0.14,0.12,0.08
main:2031-12-01,main,0,1,q0,2031-12-01,Monday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.1,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.1
main:2031-12-22,main,0,1,q0,2031-12-22,Monday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,0,0.12,0.13,0.13,0.12,0.14,0.15,0.12,0.09
main:2032-05-06,main,0,1,q0,2032-05-06,Thursday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,1,2,0.0,0 (exact tie),0.03,0.06,1.0,0,0.13,0.15,0.14,0.12,0.14,0.15,0.11,0.06
main:2032-07-01,main,0,1,q0,2032-07-01,Thursday,jev-1.13.0,Tuesday,0.13,0.14,0.01,1,1,2,0.0,0 (exact tie),0.01,0.09,1.0,0,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.09
main:2032-08-12,main,0,1,q0,2032-08-12,Thursday,jev-1.13.0,Wednesday,0.13,0.14,0.01,1,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2032-08-26,main,0,1,q0,2032-08-26,Thursday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.14,0.13,0.13,0.12,0.13,0.15000000000000002,0.12,0.08
main:2032-09-19,main,0,1,q0,2032-09-19,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.11,0.1
main:2032-10-02,main,0,1,q0,2032-10-02,Saturday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.14,0.12,0.13,0.14,0.12,0.08
main:2032-12-24,main,0,1,q0,2032-12-24,Friday,jev-1.13.0,Saturday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.03,0.07,1.0,0,0.12,0.13,0.14,0.13,0.14,0.16,0.11,0.07
main:2033-01-02,main,0,1,q0,2033-01-02,Sunday,jev-1.13.0,Monday,0.16,0.16,0.0,0,0,1,0.01,<=0.01,0.04,0.06,1.0,0,0.16,0.15,0.13,0.11,0.12,0.14,0.13,0.06
main:2033-01-23,main,0,1,q0,2033-01-23,Sunday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.13,0.15,0.14,0.13,0.13,0.14,0.11,0.07
main:2033-02-04,main,0,1,q0,2033-02-04,Friday,jev-1.13.0,Tuesday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.13,0.14,0.15000000000000002,0.12,0.13,0.13,0.12,0.08
main:2033-02-05,main,0,1,q0,2033-02-05,Saturday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.13,0.15,0.14,0.12,0.13,0.14,0.11,0.08
main:2033-03-14,main,0,1,q0,2033-03-14,Monday,jev-1.13.0,Tuesday,0.16,0.16,0.0,0,0,1,0.01,<=0.01,0.03,0.08,1.0,0,0.12,0.16,0.15000000000000002,0.12,0.13,0.14,0.1,0.08
main:2033-04-08,main,0,1,q0,2033-04-08,Friday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.08,1.0,0,0.13,0.15,0.14,0.12,0.13,0.14,0.11,0.08
main:2033-06-13,main,0,1,q0,2033-06-13,Monday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.14,0.12,0.14,0.14,0.11,0.08
main:2033-08-12,main,0,1,q0,2033-08-12,Friday,jev-1.13.0,Friday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,1,0.13,0.14,0.13,0.12,0.14,0.14,0.11,0.09
main:2033-09-09,main,0,1,q0,2033-09-09,Friday,jev-1.13.0,Wednesday,0.13,0.14,0.01,1,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.09
main:2033-11-12,main,0,1,q0,2033-11-12,Saturday,jev-1.13.0,Monday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.01,0.09,1.0,0,0.15000000000000002,0.13,0.14,0.12,0.13,0.13,0.11,0.09
main:2033-11-22,main,0,1,q0,2033-11-22,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.08
main:2034-02-17,main,0,1,q0,2034-02-17,Friday,jev-1.13.0,Tuesday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.13,0.14,0.15000000000000002,0.12,0.13,0.13,0.12,0.08
main:2034-02-26,main,0,1,q0,2034-02-26,Sunday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.14,0.14,0.12,0.14,0.13,0.11,0.09
main:2034-03-05,main,0,1,q0,2034-03-05,Sunday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.02,>0.01,0.03,0.09,1.0,0,0.13,0.15,0.13,0.12,0.13,0.13,0.12,0.09
main:2034-04-04,main,0,1,q0,2034-04-04,Tuesday,jev-1.13.0,Tuesday,0.16,0.16,0.0,0,0,1,0.01,<=0.01,0.03,0.07,1.0,1,0.13,0.16,0.13,0.12,0.13,0.15000000000000002,0.11,0.07
main:2034-04-06,main,0,1,q0,2034-04-06,Thursday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.13,0.14,0.12,0.08
main:2034-04-24,main,0,1,q0,2034-04-24,Monday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.14,0.14,0.11,0.08
main:2034-04-30,main,0,1,q0,2034-04-30,Sunday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.13,0.13,0.14,0.12,0.14,0.15,0.12,0.07
main:2034-05-08,main,0,1,q0,2034-05-08,Monday,jev-1.13.0,Tuesday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.03,0.07,1.0,0,0.13,0.16,0.13,0.13,0.14,0.14,0.1,0.07
main:2034-06-01,main,0,1,q0,2034-06-01,Thursday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.01,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2034-06-03,main,0,1,q0,2034-06-03,Saturday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.14,0.12,0.13,0.14,0.12,0.08
